[START] 'DTD LIVE Table_0869.mp4' 분석을 시작합니다. (ID: DTD_LIVE_Table_0869_mp4_2025-06-27T03:38:30.659Z)
Time: 0.00s | Status: 얼굴 미검출
Time: 0.50s | Status: 얼굴 미검출
Time: 1.00s | Status: 얼굴 미검출
Time: 1.50s | Status: 얼굴 미검출
Time: 2.00s | Status: 얼굴 미검출
Time: 2.50s | Status: 얼굴 미검출
Time: 3.00s | Status: 얼굴 미검출
Time: 3.50s | Status: 얼굴 미검출
Time: 4.00s | Status: 얼굴 미검출
Time: 4.50s | Status: 얼굴 미검출
Time: 5.00s | Status: 얼굴 미검출
Time: 5.50s | Status: 얼굴 미검출
Time: 6.00s | Status: 얼굴 미검출
Time: 6.50s | Status: 얼굴 미검출
Time: 7.00s | Status: 얼굴 미검출
Time: 7.50s | Status: 얼굴 미검출
Time: 50.00s | Score: 238.47 | Status: 선명
Time: 50.50s | Score: 227.04 | Status: 선명
Time: 51.00s | Score: 238.93 | Status: 선명
Time: 51.50s | Score: 207.88 | Status: 선명
Time: 52.00s | Score: 225.46 | Status: 선명
Time: 52.50s | Score: 222.52 | Status: 선명
Time: 53.00s | Score: 222.62 | Status: 선명
Time: 53.50s | Score: 230.57 | Status: 선명
Time: 54.00s | Score: 228.29 | Status: 선명
Time: 54.50s | Score: 210.46 | Status: 선명
Time: 55.00s | Score: 219.05 | Status: 선명
Time: 55.50s | Score: 199.61 | Status: 선명
Time: 56.00s | Score: 214.30 | Status: 선명
Time: 56.50s | Score: 201.93 | Status: 선명
Time: 57.00s | Score: 198.01 | Status: 선명
Time: 57.50s | Score: 180.30 | Status: 선명
Time: 58.00s | Score: 197.90 | Status: 선명
Time: 58.50s | Score: 192.26 | Status: 선명
Time: 59.00s | Score: 238.72 | Status: 선명
Time: 59.50s | Score: 228.96 | Status: 선명
Time: 60.00s | Score: 230.73 | Status: 선명
Time: 60.50s | Score: 225.74 | Status: 선명
Time: 61.00s | Score: 211.83 | Status: 선명
Time: 61.50s | Score: 207.28 | Status: 선명
Time: 62.00s | Score: 203.09 | Status: 선명
Time: 62.50s | Score: 209.66 | Status: 선명
Time: 63.00s | Score: 22.47 | Status: 흐림
Time: 63.50s | Score: 22.86 | Status: 흐림
Time: 64.00s | Score: 100.83 | Status: 선명
Time: 64.50s | Score: 132.47 | Status: 선명
Time: 65.00s | Score: 127.79 | Status: 선명
Time: 65.50s | Score: 124.24 | Status: 선명
Time: 66.00s | Score: 131.59 | Status: 선명
Time: 66.50s | Score: 121.59 | Status: 선명
Time: 67.00s | Score: 116.66 | Status: 선명
Time: 67.50s | Score: 123.66 | Status: 선명
Time: 68.00s | Score: 102.17 | Status: 선명
Time: 68.50s | Score: 131.81 | Status: 선명
Time: 69.00s | Score: 130.00 | Status: 선명
Time: 69.50s | Score: 136.58 | Status: 선명
Time: 70.00s | Score: 140.51 | Status: 선명
Time: 70.50s | Score: 133.33 | Status: 선명
Time: 71.00s | Score: 153.47 | Status: 선명
Time: 71.50s | Score: 150.72 | Status: 선명
Time: 72.00s | Score: 138.78 | Status: 선명
Time: 72.50s | Score: 116.14 | Status: 선명
Time: 73.00s | Score: 112.31 | Status: 선명
Time: 73.50s | Score: 113.57 | Status: 선명
Time: 74.00s | Score: 119.47 | Status: 선명
Time: 74.50s | Score: 119.66 | Status: 선명
Time: 75.00s | Score: 125.33 | Status: 선명
Time: 75.50s | Score: 124.80 | Status: 선명
Time: 76.00s | Score: 93.83 | Status: 선명
Time: 76.50s | Score: 80.99 | Status: 선명
Time: 77.00s | Score: 77.79 | Status: 선명
Time: 77.50s | Score: 73.13 | Status: 선명
Time: 78.00s | Score: 115.64 | Status: 선명
Time: 78.50s | Score: 149.30 | Status: 선명
Time: 79.00s | Score: 173.22 | Status: 선명
Time: 79.50s | Score: 127.55 | Status: 선명
Time: 80.00s | Score: 125.75 | Status: 선명
Time: 80.50s | Score: 112.54 | Status: 선명
Time: 81.00s | Score: 115.18 | Status: 선명
Time: 81.50s | Score: 124.80 | Status: 선명
Time: 82.00s | Score: 118.69 | Status: 선명
Time: 82.50s | Score: 199.00 | Status: 선명
Time: 83.00s | Score: 198.03 | Status: 선명
Time: 83.50s | Score: 210.23 | Status: 선명
Time: 84.00s | Score: 203.17 | Status: 선명
Time: 84.50s | Score: 198.33 | Status: 선명
Time: 85.00s | Score: 203.01 | Status: 선명
Time: 85.50s | Score: 206.43 | Status: 선명
Time: 86.00s | Score: 211.20 | Status: 선명
Time: 86.50s | Status: 얼굴 미검출
Time: 87.00s | Status: 얼굴 미검출
Time: 87.50s | Score: 210.02 | Status: 선명
Time: 88.00s | Score: 246.10 | Status: 선명
Time: 88.50s | Score: 228.37 | Status: 선명
Time: 89.00s | Score: 212.90 | Status: 선명
Time: 89.50s | Score: 215.28 | Status: 선명
Time: 90.00s | Score: 215.69 | Status: 선명
Time: 90.50s | Score: 224.30 | Status: 선명
Time: 91.00s | Score: 256.56 | Status: 선명
Time: 91.50s | Score: 266.06 | Status: 선명
Time: 92.00s | Score: 273.18 | Status: 선명
Time: 92.50s | Score: 242.33 | Status: 선명
Time: 93.00s | Score: 257.80 | Status: 선명
Time: 93.50s | Score: 205.98 | Status: 선명
Time: 94.00s | Score: 190.83 | Status: 선명
Time: 94.50s | Score: 192.12 | Status: 선명
Time: 95.00s | Score: 216.75 | Status: 선명
Time: 95.50s | Score: 227.82 | Status: 선명
Time: 96.00s | Score: 208.11 | Status: 선명
Time: 96.50s | Score: 209.78 | Status: 선명
Time: 97.00s | Score: 214.85 | Status: 선명
Time: 97.50s | Score: 232.67 | Status: 선명
Time: 98.00s | Score: 215.30 | Status: 선명
Time: 98.50s | Score: 227.73 | Status: 선명
Time: 99.00s | Score: 219.06 | Status: 선명
Time: 99.50s | Score: 217.26 | Status: 선명
Time: 100.00s | Score: 218.40 | Status: 선명
Time: 100.50s | Score: 228.37 | Status: 선명
Time: 101.00s | Score: 220.53 | Status: 선명
Time: 101.50s | Score: 226.04 | Status: 선명
Time: 102.00s | Score: 233.11 | Status: 선명
Time: 102.50s | Score: 223.63 | Status: 선명
Time: 103.00s | Score: 223.59 | Status: 선명
Time: 103.50s | Score: 223.72 | Status: 선명
Time: 104.00s | Score: 233.36 | Status: 선명
Time: 104.50s | Score: 242.95 | Status: 선명
Time: 105.00s | Score: 213.04 | Status: 선명
Time: 105.50s | Score: 221.07 | Status: 선명
Time: 106.00s | Score: 201.02 | Status: 선명
Time: 106.50s | Score: 207.95 | Status: 선명
Time: 107.00s | Score: 225.75 | Status: 선명
Time: 107.50s | Score: 220.75 | Status: 선명
Time: 108.00s | Score: 197.67 | Status: 선명
Time: 108.50s | Score: 222.27 | Status: 선명
Time: 109.00s | Score: 233.90 | Status: 선명
Time: 109.50s | Score: 255.60 | Status: 선명
Time: 110.00s | Score: 220.66 | Status: 선명
Time: 110.50s | Score: 169.35 | Status: 선명
Time: 111.00s | Score: 204.17 | Status: 선명
Time: 111.50s | Score: 206.45 | Status: 선명
Time: 112.00s | Score: 232.63 | Status: 선명
Time: 112.50s | Score: 250.12 | Status: 선명
Time: 113.00s | Score: 177.54 | Status: 선명
Time: 113.50s | Score: 200.44 | Status: 선명
Time: 114.00s | Score: 205.68 | Status: 선명
Time: 114.50s | Score: 215.43 | Status: 선명
Time: 115.00s | Score: 206.62 | Status: 선명
Time: 115.50s | Score: 317.01 | Status: 선명
Time: 116.00s | Score: 313.14 | Status: 선명
Time: 116.50s | Score: 317.16 | Status: 선명
Time: 117.00s | Score: 310.02 | Status: 선명
Time: 117.50s | Score: 319.81 | Status: 선명
Time: 118.00s | Score: 308.44 | Status: 선명
Time: 118.50s | Score: 323.37 | Status: 선명
Time: 119.00s | Score: 318.57 | Status: 선명
Time: 119.50s | Score: 302.12 | Status: 선명
Time: 120.00s | Score: 307.98 | Status: 선명
Time: 120.50s | Score: 312.58 | Status: 선명
Time: 121.00s | Score: 312.66 | Status: 선명
Time: 121.50s | Score: 315.94 | Status: 선명
Time: 122.00s | Score: 282.91 | Status: 선명
Time: 122.50s | Score: 330.98 | Status: 선명
Time: 123.00s | Score: 292.43 | Status: 선명
Time: 123.50s | Score: 319.72 | Status: 선명
Time: 124.00s | Score: 81.37 | Status: 선명
Time: 124.50s | Score: 81.69 | Status: 선명
Time: 125.00s | Score: 296.22 | Status: 선명
Time: 125.50s | Score: 304.69 | Status: 선명
Time: 126.00s | Score: 195.03 | Status: 선명
Time: 126.50s | Score: 230.83 | Status: 선명
Time: 127.00s | Score: 74.31 | Status: 선명
Time: 127.50s | Score: 336.28 | Status: 선명
Time: 128.00s | Score: 306.32 | Status: 선명
Time: 128.50s | Score: 275.05 | Status: 선명
Time: 129.00s | Score: 275.97 | Status: 선명
Time: 129.50s | Score: 331.04 | Status: 선명
Time: 130.00s | Score: 108.46 | Status: 선명
Time: 130.50s | Score: 347.26 | Status: 선명
Time: 131.00s | Score: 58.04 | Status: 선명
Time: 131.50s | Score: 365.85 | Status: 선명
Time: 132.00s | Score: 322.00 | Status: 선명
Time: 132.50s | Score: 311.52 | Status: 선명
Time: 133.00s | Score: 317.26 | Status: 선명
Time: 133.50s | Score: 106.63 | Status: 선명
Time: 134.00s | Score: 109.42 | Status: 선명
Time: 134.50s | Score: 309.94 | Status: 선명
Time: 135.00s | Score: 329.30 | Status: 선명
Time: 135.50s | Score: 309.71 | Status: 선명
Time: 136.00s | Score: 304.69 | Status: 선명
Time: 136.50s | Score: 86.43 | Status: 선명
Time: 137.00s | Score: 322.14 | Status: 선명
Time: 137.50s | Score: 319.32 | Status: 선명
Time: 138.00s | Score: 325.26 | Status: 선명
Time: 138.50s | Score: 308.55 | Status: 선명
Time: 139.00s | Score: 320.37 | Status: 선명
Time: 139.50s | Score: 330.42 | Status: 선명
Time: 140.00s | Score: 321.59 | Status: 선명
Time: 140.50s | Score: 312.41 | Status: 선명
Time: 141.00s | Score: 318.87 | Status: 선명
Time: 141.50s | Score: 337.20 | Status: 선명
Time: 142.00s | Score: 333.93 | Status: 선명
Time: 142.50s | Score: 311.42 | Status: 선명
Time: 143.00s | Score: 311.75 | Status: 선명
Time: 143.50s | Score: 322.82 | Status: 선명
Time: 144.00s | Score: 308.06 | Status: 선명
Time: 144.50s | Score: 313.26 | Status: 선명
Time: 145.00s | Score: 306.42 | Status: 선명
Time: 145.50s | Score: 336.69 | Status: 선명
Time: 146.00s | Score: 338.65 | Status: 선명
Time: 146.50s | Score: 319.47 | Status: 선명
Time: 147.00s | Score: 290.12 | Status: 선명
Time: 147.50s | Score: 310.46 | Status: 선명
Time: 148.00s | Score: 324.47 | Status: 선명
Time: 148.50s | Score: 325.44 | Status: 선명
Time: 149.00s | Score: 331.96 | Status: 선명
Time: 149.50s | Score: 333.95 | Status: 선명
Time: 150.00s | Score: 333.62 | Status: 선명
Time: 150.50s | Score: 326.59 | Status: 선명
Time: 151.00s | Status: 얼굴 미검출
Time: 151.50s | Status: 얼굴 미검출
Time: 152.00s | Status: 얼굴 미검출
Time: 152.50s | Status: 얼굴 미검출
Time: 153.00s | Score: 34.58 | Status: 흐림
Time: 153.50s | Status: 얼굴 미검출
Time: 154.00s | Status: 얼굴 미검출
Time: 154.50s | Score: 33.20 | Status: 흐림
Time: 155.00s | Status: 얼굴 미검출
Time: 155.50s | Status: 얼굴 미검출
Time: 156.00s | Score: 28.47 | Status: 흐림
Time: 156.50s | Score: 65.26 | Status: 선명
Time: 157.00s | Score: 106.55 | Status: 선명
Time: 157.50s | Score: 94.02 | Status: 선명
Time: 158.00s | Score: 52.47 | Status: 선명
Time: 158.50s | Score: 106.27 | Status: 선명
Time: 159.00s | Score: 100.92 | Status: 선명
Time: 159.50s | Score: 26.65 | Status: 흐림
Time: 160.00s | Score: 193.03 | Status: 선명
Time: 160.50s | Score: 400.39 | Status: 선명
Time: 161.00s | Score: 379.41 | Status: 선명
Time: 161.50s | Score: 216.89 | Status: 선명
Time: 162.00s | Score: 181.91 | Status: 선명
Time: 162.50s | Score: 166.84 | Status: 선명
Time: 163.00s | Score: 174.67 | Status: 선명
Time: 163.50s | Score: 191.55 | Status: 선명
Time: 164.00s | Score: 182.01 | Status: 선명
Time: 164.50s | Score: 312.35 | Status: 선명
Time: 165.00s | Score: 278.10 | Status: 선명
Time: 165.50s | Score: 280.82 | Status: 선명
Time: 166.00s | Score: 290.26 | Status: 선명
Time: 166.50s | Score: 290.81 | Status: 선명
Time: 167.00s | Score: 307.98 | Status: 선명
Time: 167.50s | Score: 283.17 | Status: 선명
Time: 168.00s | Score: 296.14 | Status: 선명
Time: 168.50s | Score: 200.14 | Status: 선명
Time: 169.00s | Status: 얼굴 미검출
Time: 169.50s | Status: 얼굴 미검출
Time: 170.00s | Status: 얼굴 미검출
Time: 170.50s | Status: 얼굴 미검출
Time: 171.00s | Status: 얼굴 미검출
Time: 171.50s | Status: 얼굴 미검출
Time: 172.00s | Status: 얼굴 미검출
Time: 172.50s | Status: 얼굴 미검출
Time: 173.00s | Status: 얼굴 미검출
Time: 173.50s | Status: 얼굴 미검출
Time: 174.00s | Score: 277.32 | Status: 선명
Time: 174.50s | Score: 289.49 | Status: 선명
Time: 175.00s | Score: 268.21 | Status: 선명
Time: 175.50s | Score: 273.26 | Status: 선명
Time: 176.00s | Score: 266.78 | Status: 선명
Time: 176.50s | Score: 272.97 | Status: 선명
Time: 177.00s | Score: 263.28 | Status: 선명
Time: 177.50s | Score: 287.47 | Status: 선명
Time: 178.00s | Score: 259.54 | Status: 선명
Time: 178.50s | Score: 255.00 | Status: 선명
Time: 179.00s | Score: 248.14 | Status: 선명
Time: 179.50s | Score: 262.87 | Status: 선명
Time: 180.00s | Score: 273.70 | Status: 선명
Time: 180.50s | Score: 310.96 | Status: 선명
Time: 181.00s | Score: 286.55 | Status: 선명
Time: 181.50s | Score: 303.70 | Status: 선명
Time: 182.00s | Score: 271.31 | Status: 선명
Time: 182.50s | Score: 272.28 | Status: 선명
Time: 183.00s | Score: 275.13 | Status: 선명
Time: 183.50s | Score: 222.01 | Status: 선명
Time: 184.00s | Score: 295.60 | Status: 선명
Time: 184.50s | Score: 277.17 | Status: 선명
Time: 185.00s | Score: 220.78 | Status: 선명
Time: 185.50s | Score: 188.05 | Status: 선명
Time: 186.00s | Score: 271.12 | Status: 선명
Time: 186.50s | Score: 273.21 | Status: 선명
Time: 187.00s | Score: 275.75 | Status: 선명
Time: 187.50s | Score: 286.02 | Status: 선명
Time: 188.00s | Score: 277.16 | Status: 선명
Time: 188.50s | Score: 272.97 | Status: 선명
Time: 189.00s | Score: 286.22 | Status: 선명
Time: 189.50s | Score: 276.25 | Status: 선명
Time: 190.00s | Score: 264.02 | Status: 선명
Time: 190.50s | Score: 228.59 | Status: 선명
Time: 191.00s | Score: 248.83 | Status: 선명
Time: 191.50s | Score: 271.28 | Status: 선명
Time: 192.00s | Score: 257.31 | Status: 선명
Time: 192.50s | Score: 277.63 | Status: 선명
Time: 193.00s | Score: 301.53 | Status: 선명
Time: 193.50s | Score: 292.71 | Status: 선명
Time: 194.00s | Score: 270.42 | Status: 선명
Time: 194.50s | Score: 286.25 | Status: 선명
Time: 195.00s | Score: 257.32 | Status: 선명
Time: 195.50s | Score: 251.77 | Status: 선명
Time: 196.00s | Score: 276.22 | Status: 선명
Time: 196.50s | Score: 216.86 | Status: 선명
Time: 197.00s | Score: 329.25 | Status: 선명
Time: 197.50s | Score: 333.28 | Status: 선명
Time: 198.00s | Score: 361.76 | Status: 선명
Time: 198.50s | Score: 364.69 | Status: 선명
Time: 199.00s | Score: 374.36 | Status: 선명
Time: 199.50s | Score: 366.29 | Status: 선명
Time: 200.00s | Score: 357.14 | Status: 선명
Time: 200.50s | Score: 359.19 | Status: 선명
Time: 201.00s | Score: 134.92 | Status: 선명
Time: 201.50s | Score: 368.83 | Status: 선명
Time: 202.00s | Score: 347.10 | Status: 선명
Time: 202.50s | Score: 349.95 | Status: 선명
Time: 203.00s | Score: 371.21 | Status: 선명
Time: 203.50s | Score: 363.70 | Status: 선명
Time: 204.00s | Score: 367.89 | Status: 선명
Time: 204.50s | Score: 365.83 | Status: 선명
Time: 205.00s | Score: 145.36 | Status: 선명
Time: 205.50s | Score: 364.50 | Status: 선명
Time: 206.00s | Score: 360.29 | Status: 선명
Time: 206.50s | Score: 363.78 | Status: 선명
Time: 207.00s | Score: 359.10 | Status: 선명
Time: 207.50s | Score: 358.99 | Status: 선명
Time: 208.00s | Score: 379.66 | Status: 선명
Time: 208.50s | Score: 380.03 | Status: 선명
Time: 209.00s | Score: 377.81 | Status: 선명
Time: 209.50s | Score: 366.17 | Status: 선명
Time: 210.00s | Score: 346.22 | Status: 선명
Time: 210.50s | Score: 368.97 | Status: 선명
Time: 211.00s | Score: 357.07 | Status: 선명
Time: 211.50s | Score: 248.34 | Status: 선명
Time: 212.00s | Score: 227.94 | Status: 선명
Time: 212.50s | Score: 193.79 | Status: 선명
Time: 213.00s | Score: 182.88 | Status: 선명
Time: 213.50s | Score: 201.26 | Status: 선명
Time: 214.00s | Score: 219.00 | Status: 선명
Time: 214.50s | Score: 206.44 | Status: 선명
Time: 215.00s | Score: 174.24 | Status: 선명
Time: 215.50s | Score: 196.14 | Status: 선명
Time: 216.00s | Score: 176.86 | Status: 선명
Time: 216.50s | Score: 168.63 | Status: 선명
Time: 217.00s | Score: 173.95 | Status: 선명
Time: 217.50s | Score: 200.32 | Status: 선명
Time: 218.00s | Score: 213.82 | Status: 선명
Time: 218.50s | Score: 210.12 | Status: 선명
Time: 219.00s | Score: 241.18 | Status: 선명
Time: 219.50s | Score: 343.46 | Status: 선명
Time: 220.00s | Score: 340.25 | Status: 선명
Time: 220.50s | Status: 얼굴 미검출
Time: 221.00s | Score: 169.42 | Status: 선명
Time: 221.50s | Score: 360.76 | Status: 선명
Time: 222.00s | Score: 333.06 | Status: 선명
Time: 222.50s | Score: 117.32 | Status: 선명
Time: 223.00s | Score: 353.33 | Status: 선명
Time: 223.50s | Score: 129.74 | Status: 선명
Time: 224.00s | Score: 135.62 | Status: 선명
Time: 224.50s | Score: 134.86 | Status: 선명
Time: 225.00s | Status: 얼굴 미검출
Time: 225.50s | Status: 얼굴 미검출
Time: 226.00s | Status: 얼굴 미검출
Time: 226.50s | Status: 얼굴 미검출
Time: 227.00s | Status: 얼굴 미검출
Time: 227.50s | Status: 얼굴 미검출
Time: 228.00s | Score: 88.31 | Status: 선명
Time: 228.50s | Score: 78.55 | Status: 선명
Time: 229.00s | Score: 73.35 | Status: 선명
Time: 229.50s | Score: 98.45 | Status: 선명
Time: 230.00s | Score: 71.57 | Status: 선명
Time: 230.50s | Score: 69.51 | Status: 선명
Time: 231.00s | Score: 77.47 | Status: 선명
Time: 231.50s | Score: 83.19 | Status: 선명
Time: 232.00s | Score: 80.65 | Status: 선명
Time: 232.50s | Score: 85.42 | Status: 선명
Time: 233.00s | Score: 80.41 | Status: 선명
Time: 233.50s | Score: 87.80 | Status: 선명
Time: 234.00s | Score: 76.27 | Status: 선명
Time: 234.50s | Score: 77.68 | Status: 선명
Time: 235.00s | Score: 78.76 | Status: 선명
Time: 235.50s | Score: 72.90 | Status: 선명
Time: 236.00s | Score: 71.53 | Status: 선명
Time: 236.50s | Score: 84.05 | Status: 선명
Time: 237.00s | Score: 80.88 | Status: 선명
Time: 237.50s | Score: 78.27 | Status: 선명
Time: 238.00s | Score: 69.78 | Status: 선명
Time: 238.50s | Score: 82.40 | Status: 선명
Time: 239.00s | Score: 94.06 | Status: 선명
Time: 239.50s | Score: 73.59 | Status: 선명
Time: 240.00s | Score: 59.31 | Status: 선명
Time: 240.50s | Score: 77.11 | Status: 선명
Time: 241.00s | Score: 77.51 | Status: 선명
Time: 241.50s | Score: 84.06 | Status: 선명
Time: 242.00s | Score: 73.86 | Status: 선명
Time: 242.50s | Score: 77.59 | Status: 선명
Time: 243.00s | Score: 84.04 | Status: 선명
Time: 243.50s | Score: 90.00 | Status: 선명
Time: 244.00s | Score: 83.39 | Status: 선명
Time: 244.50s | Score: 64.50 | Status: 선명
Time: 245.00s | Score: 88.08 | Status: 선명
Time: 245.50s | Score: 72.17 | Status: 선명
Time: 246.00s | Score: 77.01 | Status: 선명
Time: 246.50s | Score: 73.59 | Status: 선명
Time: 247.00s | Score: 85.59 | Status: 선명
Time: 247.50s | Score: 82.13 | Status: 선명
Time: 248.00s | Score: 76.04 | Status: 선명
Time: 248.50s | Status: 얼굴 미검출
Time: 249.00s | Status: 얼굴 미검출
Time: 249.50s | Status: 얼굴 미검출
Time: 250.00s | Status: 얼굴 미검출
Time: 250.50s | Status: 얼굴 미검출
Time: 251.00s | Status: 얼굴 미검출
Time: 251.50s | Status: 얼굴 미검출
Time: 252.00s | Status: 얼굴 미검출
Time: 252.50s | Status: 얼굴 미검출
Time: 253.00s | Status: 얼굴 미검출
Time: 253.50s | Status: 얼굴 미검출
Time: 254.00s | Status: 얼굴 미검출
Time: 254.50s | Status: 얼굴 미검출
Time: 255.00s | Status: 얼굴 미검출
Time: 255.50s | Status: 얼굴 미검출
Time: 256.00s | Status: 얼굴 미검출
Time: 256.50s | Status: 얼굴 미검출
Time: 257.00s | Score: 211.15 | Status: 선명
Time: 257.50s | Score: 211.25 | Status: 선명
Time: 258.00s | Score: 198.47 | Status: 선명
Time: 258.50s | Score: 202.91 | Status: 선명
Time: 259.00s | Score: 203.84 | Status: 선명
Time: 259.50s | Score: 208.82 | Status: 선명
Time: 260.00s | Score: 199.85 | Status: 선명
Time: 260.50s | Score: 207.46 | Status: 선명
Time: 261.00s | Score: 209.02 | Status: 선명
Time: 261.50s | Score: 208.98 | Status: 선명
Time: 262.00s | Score: 213.68 | Status: 선명
Time: 262.50s | Score: 209.12 | Status: 선명
Time: 263.00s | Score: 181.81 | Status: 선명
Time: 263.50s | Score: 124.22 | Status: 선명
Time: 264.00s | Score: 126.20 | Status: 선명
Time: 264.50s | Score: 126.72 | Status: 선명
Time: 265.00s | Score: 157.23 | Status: 선명
Time: 265.50s | Score: 191.23 | Status: 선명
Time: 266.00s | Score: 209.24 | Status: 선명
Time: 266.50s | Score: 206.29 | Status: 선명
Time: 267.00s | Score: 203.78 | Status: 선명
Time: 267.50s | Score: 204.68 | Status: 선명
Time: 268.00s | Score: 209.97 | Status: 선명
Time: 268.50s | Score: 198.61 | Status: 선명
Time: 269.00s | Score: 173.03 | Status: 선명
Time: 269.50s | Score: 190.61 | Status: 선명
Time: 270.00s | Score: 133.78 | Status: 선명
Time: 270.50s | Score: 138.81 | Status: 선명
Time: 271.00s | Score: 118.22 | Status: 선명
Time: 271.50s | Score: 118.22 | Status: 선명
Time: 272.00s | Score: 151.01 | Status: 선명
Time: 272.50s | Score: 144.26 | Status: 선명
Time: 273.00s | Score: 164.02 | Status: 선명
