[START] 'DTD LIVE Table_0859.mp4' 분석을 시작합니다. (ID: DTD_LIVE_Table_0859_mp4_2025-06-27T03:31:45.258Z)
Time: 0.00s | Status: 얼굴 미검출
Time: 0.50s | Status: 얼굴 미검출
Time: 1.00s | Status: 얼굴 미검출
Time: 1.50s | Status: 얼굴 미검출
Time: 2.00s | Status: 얼굴 미검출
Time: 2.50s | Status: 얼굴 미검출
Time: 3.00s | Status: 얼굴 미검출
Time: 98.50s | Score: 195.86 | Status: 선명
Time: 99.00s | Score: 195.54 | Status: 선명
Time: 99.50s | Score: 202.04 | Status: 선명
Time: 100.00s | Score: 200.02 | Status: 선명
Time: 100.50s | Score: 199.46 | Status: 선명
Time: 101.00s | Score: 195.36 | Status: 선명
Time: 101.50s | Score: 201.21 | Status: 선명
Time: 102.00s | Score: 200.51 | Status: 선명
Time: 102.50s | Score: 203.25 | Status: 선명
Time: 103.00s | Score: 203.54 | Status: 선명
Time: 103.50s | Score: 197.83 | Status: 선명
Time: 104.00s | Score: 202.39 | Status: 선명
Time: 104.50s | Score: 205.78 | Status: 선명
Time: 105.00s | Score: 207.20 | Status: 선명
Time: 105.50s | Score: 207.23 | Status: 선명
Time: 106.00s | Score: 202.64 | Status: 선명
Time: 106.50s | Score: 207.97 | Status: 선명
Time: 107.00s | Score: 202.34 | Status: 선명
Time: 107.50s | Score: 186.55 | Status: 선명
Time: 108.00s | Score: 196.90 | Status: 선명
Time: 108.50s | Score: 192.35 | Status: 선명
Time: 109.00s | Score: 190.96 | Status: 선명
Time: 109.50s | Score: 196.23 | Status: 선명
Time: 110.00s | Score: 172.88 | Status: 선명
Time: 110.50s | Score: 99.30 | Status: 선명
Time: 111.00s | Score: 120.97 | Status: 선명
Time: 111.50s | Score: 135.18 | Status: 선명
Time: 112.00s | Score: 121.05 | Status: 선명
Time: 112.50s | Score: 110.82 | Status: 선명
Time: 113.00s | Score: 113.96 | Status: 선명
Time: 113.50s | Score: 106.99 | Status: 선명
Time: 114.00s | Score: 110.31 | Status: 선명
Time: 114.50s | Score: 114.10 | Status: 선명
Time: 115.00s | Score: 110.91 | Status: 선명
Time: 115.50s | Score: 113.17 | Status: 선명
Time: 116.00s | Score: 127.79 | Status: 선명
Time: 116.50s | Score: 120.69 | Status: 선명
Time: 117.00s | Score: 121.99 | Status: 선명
Time: 117.50s | Score: 118.09 | Status: 선명
Time: 118.00s | Score: 160.24 | Status: 선명
Time: 118.50s | Score: 141.04 | Status: 선명
Time: 119.00s | Status: 얼굴 미검출
Time: 119.50s | Status: 얼굴 미검출
Time: 120.00s | Status: 얼굴 미검출
Time: 120.50s | Status: 얼굴 미검출
Time: 121.00s | Status: 얼굴 미검출
Time: 121.50s | Status: 얼굴 미검출
Time: 122.00s | Score: 239.19 | Status: 선명
Time: 122.50s | Score: 267.72 | Status: 선명
Time: 123.00s | Score: 281.38 | Status: 선명
Time: 123.50s | Score: 294.25 | Status: 선명
Time: 124.00s | Score: 267.72 | Status: 선명
Time: 124.50s | Score: 226.80 | Status: 선명
Time: 125.00s | Score: 247.69 | Status: 선명
Time: 125.50s | Status: 얼굴 미검출
Time: 126.00s | Score: 261.37 | Status: 선명
Time: 126.50s | Score: 90.07 | Status: 선명
Time: 127.00s | Score: 62.93 | Status: 선명
Time: 127.50s | Score: 196.05 | Status: 선명
Time: 128.00s | Score: 170.15 | Status: 선명
Time: 128.50s | Score: 161.76 | Status: 선명
Time: 129.00s | Score: 72.96 | Status: 선명
Time: 129.50s | Score: 70.63 | Status: 선명
Time: 130.00s | Score: 78.54 | Status: 선명
Time: 130.50s | Score: 82.07 | Status: 선명
Time: 131.00s | Score: 137.69 | Status: 선명
Time: 131.50s | Score: 52.66 | Status: 선명
Time: 132.00s | Score: 69.05 | Status: 선명
Time: 132.50s | Status: 얼굴 미검출
Time: 133.00s | Score: 99.31 | Status: 선명
Time: 133.50s | Score: 92.59 | Status: 선명
Time: 134.00s | Score: 60.95 | Status: 선명
Time: 134.50s | Score: 71.84 | Status: 선명
Time: 135.00s | Score: 69.71 | Status: 선명
Time: 135.50s | Score: 89.58 | Status: 선명
Time: 136.00s | Score: 97.34 | Status: 선명
Time: 136.50s | Score: 245.12 | Status: 선명
Time: 137.00s | Score: 51.31 | Status: 선명
Time: 137.50s | Score: 46.49 | Status: 흐림
Time: 138.00s | Status: 얼굴 미검출
Time: 138.50s | Score: 62.51 | Status: 선명
Time: 139.00s | Score: 66.70 | Status: 선명
Time: 139.50s | Score: 69.07 | Status: 선명
Time: 140.00s | Score: 235.00 | Status: 선명
Time: 140.50s | Score: 236.99 | Status: 선명
Time: 141.00s | Score: 81.96 | Status: 선명
Time: 141.50s | Score: 88.45 | Status: 선명
Time: 142.00s | Score: 85.84 | Status: 선명
Time: 142.50s | Score: 86.53 | Status: 선명
Time: 143.00s | Score: 78.60 | Status: 선명
Time: 143.50s | Score: 76.79 | Status: 선명
Time: 144.00s | Status: 얼굴 미검출
Time: 144.50s | Status: 얼굴 미검출
Time: 145.00s | Score: 66.30 | Status: 선명
Time: 145.50s | Score: 11.63 | Status: 흐림
Time: 146.00s | Score: 77.78 | Status: 선명
Time: 146.50s | Score: 62.84 | Status: 선명
Time: 147.00s | Score: 86.91 | Status: 선명
Time: 147.50s | Score: 71.61 | Status: 선명
Time: 148.00s | Score: 76.90 | Status: 선명
Time: 148.50s | Score: 79.02 | Status: 선명
Time: 149.00s | Score: 78.41 | Status: 선명
Time: 149.50s | Score: 77.27 | Status: 선명
Time: 150.00s | Score: 76.38 | Status: 선명
Time: 150.50s | Score: 61.92 | Status: 선명
Time: 151.00s | Score: 81.79 | Status: 선명
Time: 151.50s | Score: 76.17 | Status: 선명
Time: 152.00s | Score: 16.48 | Status: 흐림
Time: 152.50s | Score: 79.86 | Status: 선명
Time: 153.00s | Status: 얼굴 미검출
Time: 153.50s | Status: 얼굴 미검출
Time: 154.00s | Status: 얼굴 미검출
Time: 154.50s | Status: 얼굴 미검출
Time: 155.00s | Status: 얼굴 미검출
Time: 155.50s | Status: 얼굴 미검출
Time: 156.00s | Status: 얼굴 미검출
Time: 156.50s | Status: 얼굴 미검출
Time: 157.00s | Status: 얼굴 미검출
Time: 157.50s | Status: 얼굴 미검출
Time: 158.00s | Status: 얼굴 미검출
Time: 158.50s | Status: 얼굴 미검출
Time: 159.00s | Status: 얼굴 미검출
Time: 159.50s | Status: 얼굴 미검출
Time: 160.00s | Status: 얼굴 미검출
Time: 160.50s | Status: 얼굴 미검출
Time: 161.00s | Status: 얼굴 미검출
Time: 161.50s | Status: 얼굴 미검출
Time: 162.00s | Status: 얼굴 미검출
Time: 162.50s | Status: 얼굴 미검출
Time: 163.00s | Status: 얼굴 미검출
Time: 163.50s | Status: 얼굴 미검출
Time: 164.00s | Status: 얼굴 미검출
Time: 164.50s | Status: 얼굴 미검출
Time: 165.00s | Status: 얼굴 미검출
Time: 165.50s | Status: 얼굴 미검출
Time: 166.00s | Status: 얼굴 미검출
Time: 166.50s | Status: 얼굴 미검출
Time: 167.00s | Status: 얼굴 미검출
Time: 167.50s | Status: 얼굴 미검출
Time: 168.00s | Status: 얼굴 미검출
Time: 168.50s | Status: 얼굴 미검출
Time: 169.00s | Status: 얼굴 미검출
Time: 169.50s | Status: 얼굴 미검출
Time: 170.00s | Status: 얼굴 미검출
Time: 170.50s | Status: 얼굴 미검출
Time: 171.00s | Status: 얼굴 미검출
Time: 171.50s | Status: 얼굴 미검출
Time: 172.00s | Status: 얼굴 미검출
Time: 172.50s | Status: 얼굴 미검출
Time: 173.00s | Status: 얼굴 미검출
Time: 173.50s | Status: 얼굴 미검출
Time: 174.00s | Status: 얼굴 미검출
Time: 174.50s | Status: 얼굴 미검출
Time: 175.00s | Status: 얼굴 미검출
Time: 175.50s | Status: 얼굴 미검출
Time: 176.00s | Status: 얼굴 미검출
Time: 176.50s | Status: 얼굴 미검출
Time: 177.00s | Status: 얼굴 미검출
Time: 177.50s | Status: 얼굴 미검출
Time: 178.00s | Status: 얼굴 미검출
Time: 178.50s | Status: 얼굴 미검출
Time: 179.00s | Status: 얼굴 미검출
Time: 179.50s | Status: 얼굴 미검출
Time: 180.00s | Status: 얼굴 미검출
Time: 180.50s | Status: 얼굴 미검출
Time: 181.00s | Status: 얼굴 미검출
Time: 181.50s | Status: 얼굴 미검출
Time: 182.00s | Status: 얼굴 미검출
Time: 182.50s | Status: 얼굴 미검출
Time: 183.00s | Status: 얼굴 미검출
Time: 183.50s | Status: 얼굴 미검출
Time: 184.00s | Status: 얼굴 미검출
Time: 184.50s | Status: 얼굴 미검출
Time: 185.00s | Status: 얼굴 미검출
Time: 185.50s | Status: 얼굴 미검출
Time: 186.00s | Status: 얼굴 미검출
Time: 186.50s | Status: 얼굴 미검출
Time: 187.00s | Status: 얼굴 미검출
Time: 187.50s | Status: 얼굴 미검출
Time: 188.00s | Status: 얼굴 미검출
Time: 188.50s | Status: 얼굴 미검출
Time: 189.00s | Status: 얼굴 미검출
Time: 189.50s | Status: 얼굴 미검출
Time: 190.00s | Status: 얼굴 미검출
Time: 190.50s | Status: 얼굴 미검출
Time: 191.00s | Status: 얼굴 미검출
Time: 191.50s | Status: 얼굴 미검출
Time: 192.00s | Status: 얼굴 미검출
Time: 192.50s | Status: 얼굴 미검출
Time: 193.00s | Status: 얼굴 미검출
Time: 193.50s | Status: 얼굴 미검출
Time: 194.00s | Status: 얼굴 미검출
